trade_date,daily_total_pnl,daily_avg_pnl,daily_trade_count,date,fg_value_median
2024-03-02,230.90060000000005,7.448406451612905,31,2024-03-02,80.0
2024-03-03,8361.086245,105.83653474683545,79,2024-03-03,83.0
2024-03-04,27799.775742,92.66591914,300,2024-03-04,82.0
2024-03-05,19791.026041,109.95014467222222,180,2024-03-05,90.0
2024-03-06,6814.825139,83.10762364634145,82,2024-03-06,75.0
2024-03-08,4271.886236,63.7594960597015,67,2024-03-08,81.0
2024-03-09,9949.501624,85.03847541880343,117,2024-03-09,84.0
2024-03-10,2482.9272,59.117314285714286,42,2024-03-10,79.0
2024-03-11,3588.179495,85.43284511904761,42,2024-03-11,82.0
2024-03-12,3039.166,379.89575,8,2024-03-12,81.0
2024-03-13,0.0,0.0,7,2024-03-13,88.0
2024-03-14,3465.865832,192.5481017777778,18,2024-03-14,83.0
2024-03-15,6236.513651,100.58892985483871,62,2024-03-15,81.0
2024-03-16,228.57984,28.57248,8,2024-03-16,79.0
2024-03-17,503.293955,21.882345869565217,23,2024-03-17,77.0
2024-03-18,1456.9577,76.68198421052631,19,2024-03-18,79.0
2024-03-19,668.797973,27.86658220833333,24,2024-03-19,74.0
2024-03-20,6423.134599,93.08890723188406,69,2024-03-20,78.0
2024-03-21,2335.5080749999997,83.41100267857142,28,2024-03-21,75.0
2024-03-24,1297.018477,68.26413036842105,19,2024-03-24,75.0
2024-03-25,1302.916428,186.13091828571427,7,2024-03-25,81.0
2024-03-26,3215.906593,27.253445703389833,118,2024-03-26,83.0
2024-03-27,150.41114,3.9581878947368416,38,2024-03-27,80.0
2024-03-28,227.85100799999998,17.527000615384615,13,2024-03-28,79.0
2024-03-29,883.097404,58.873160266666666,15,2024-03-29,75.0
2024-03-30,1100.57514,24.45722533333333,45,2024-03-30,75.0
2024-03-31,912.786145,70.21431884615384,13,,
2024-04-01,2507.963406,32.57095332467532,77,2024-04-01,79.0
2024-04-02,883.760812,21.555141756097562,41,2024-04-02,79.0
2024-04-03,126.7884,31.6971,4,2024-04-03,71.0
2024-04-04,0.0,0.0,32,2024-04-04,70.0
2024-04-05,10706.484306,107.06484306,100,2024-04-05,79.0
2024-04-06,236.33513399999998,14.770945874999999,16,2024-04-06,75.0
2024-04-07,0.0,0.0,23,2024-04-07,78.0
2024-04-08,1218.4267,40.614223333333335,30,2024-04-08,76.0
2024-04-09,0.0,0.0,3,2024-04-09,80.0
2024-04-10,5207.443414,127.01081497560976,41,2024-04-10,78.0
2024-04-11,389.743164,24.35894775,16,2024-04-11,76.0
2024-04-12,-592.6458390000001,-4.594153790697676,129,2024-04-12,79.0
2024-04-13,6621.451755,74.3983343258427,89,2024-04-13,72.0
2024-04-14,-36104.012520000004,-337.4206777570094,107,2024-04-14,74.0
2024-04-15,3774.08872,92.05094439024391,41,2024-04-15,65.0
2024-04-16,2467.702221,53.64570045652174,46,2024-04-16,67.0
2024-04-17,2441.4683999999997,174.39059999999998,14,2024-04-17,57.0
2024-04-19,1946.4454620000001,55.61272748571429,35,2024-04-19,66.0
2024-04-20,0.0,0.0,22,2024-04-20,72.0
2024-04-22,0.0,0.0,9,2024-04-22,71.0
2024-04-23,1119.536196,16.962669636363636,66,2024-04-23,72.0
2024-04-24,279.185907,13.95929535,20,2024-04-24,72.0
2024-04-25,0.0,0.0,74,2024-04-25,70.0
2024-04-26,0.0,0.0,3,2024-04-26,67.0
2024-04-27,4281.488139,158.57363477777778,27,2024-04-27,65.0
2024-04-28,0.0,0.0,58,2024-04-28,67.0
2024-04-29,526.9338359999999,11.709640799999999,45,2024-04-29,67.0
2024-04-30,0.0,0.0,24,,
2024-05-01,0.0,0.0,14,2024-05-01,54.0
2024-05-03,5306.017045,147.3893623611111,36,2024-05-03,48.0
2024-05-04,0.0,0.0,9,2024-05-04,67.0
2024-05-05,0.916,0.15266666666666667,6,2024-05-05,69.0
2024-05-06,968.59038,107.62115333333333,9,2024-05-06,71.0
2024-05-07,883.537693,49.08542738888889,18,2024-05-07,68.0
2024-05-08,1.56576,0.12044307692307693,13,2024-05-08,64.0
2024-05-09,1147.595856,40.985566285714285,28,2024-05-09,55.0
2024-05-10,2101.741695,95.53371340909092,22,2024-05-10,66.0
2024-05-11,251.604742,27.956082444444444,9,2024-05-11,53.0
2024-05-12,0.0,0.0,23,2024-05-12,56.0
2024-05-13,2136.853859,76.31620925,28,2024-05-13,66.0
2024-05-14,1150.5233050000002,50.02275239130436,23,2024-05-14,64.0
2024-05-15,948.970582,26.360293944444447,36,2024-05-15,70.0
2024-05-16,214.5898,7.94777037037037,27,2024-05-16,74.0
2024-05-18,3522.3946610000003,140.89578644000002,25,2024-05-18,72.0
2024-05-19,0.0,0.0,8,2024-05-19,70.0
2024-05-20,-74.818442,-7.4818442,10,2024-05-20,76.0
2024-05-21,7289.397571999999,58.31518057599999,125,2024-05-21,76.0
2024-05-22,0.0,0.0,6,2024-05-22,76.0
2024-05-23,0.0,0.0,20,2024-05-23,74.0
2024-05-24,821.949278,410.974639,2,2024-05-24,76.0
2024-05-25,0.0,0.0,2,2024-05-25,75.0
2024-05-26,773.4582,85.9398,9,2024-05-26,74.0
2024-06-07,7329.223137999999,111.04883542424241,66,2024-06-07,77.0
2024-06-08,0.0,0.0,7,2024-06-08,72.0
2024-06-09,0.0,0.0,17,2024-06-09,75.0
2024-06-10,0.0,0.0,4,2024-06-10,72.0
2024-06-11,4269.550668,44.474486125,96,2024-06-11,74.0
2024-06-12,0.0,0.0,37,2024-06-12,72.0
2024-06-13,6632.757115,83.95895082278481,79,2024-06-13,74.0
2024-06-14,10258.592609,330.9223422258064,31,2024-06-14,74.0
2024-06-15,3369.958346,43.20459417948718,78,2024-06-15,71.0
2024-06-16,0.0,0.0,11,2024-06-16,71.0
2024-06-17,10599.502375,278.9342730263158,38,2024-06-17,74.0
2024-06-18,282.57636,11.3030544,25,2024-06-18,64.0
2024-06-19,4887.656944,80.12552367213115,61,2024-06-19,60.0
2024-06-20,57478.456026,1473.8065647692308,39,2024-06-20,63.0
2024-06-21,773.5582039999999,9.66947755,80,2024-06-21,53.0
2024-06-22,756.876565,31.536523541666668,24,2024-06-22,55.0
2024-06-23,0.0,0.0,5,2024-06-23,51.0
2024-06-24,0.0,0.0,31,2024-06-24,30.0
2024-06-25,4869.353105,99.3745531632653,49,2024-06-25,46.0
2024-06-26,4197.732182,58.30183586111111,72,2024-06-26,40.0
2024-06-27,0.0,0.0,30,2024-06-27,47.0
2024-06-29,6150.326145,82.0043486,75,2024-06-29,47.0
2024-06-30,0.0,0.0,14,,
2024-07-01,5065.839308,79.1537391875,64,2024-07-01,53.0
2024-07-02,2421.253116,134.514062,18,2024-07-02,51.0
2024-07-03,1118.387284,62.132626888888886,18,2024-07-03,50.0
2024-07-04,0.0,0.0,25,2024-07-04,44.0
2024-07-05,0.0,0.0,32,2024-07-05,29.0
2024-07-06,108.87217799999999,4.53634075,24,2024-07-06,26.0
2024-07-07,61.428942,6.1428942,10,2024-07-07,29.0
2024-07-08,0.0,0.0,1,2024-07-08,28.0
2024-07-09,648.984412,43.265627466666665,15,2024-07-09,27.0
2024-07-10,11977.734907,213.88812333928573,56,2024-07-10,28.0
2024-07-11,1876.812082,98.77958326315789,19,2024-07-11,29.0
2024-07-12,1412.314654,74.33235021052631,19,2024-07-12,25.0
2024-07-13,2913.617837,171.38928452941175,17,2024-07-13,33.0
2024-07-14,0.0,0.0,7,2024-07-14,52.0
2024-07-15,0.0,0.0,21,2024-07-15,65.0
2024-07-16,0.0,0.0,22,2024-07-16,69.0
2024-07-17,0.0,0.0,16,2024-07-17,61.0
2024-07-18,2569.979964,48.490188,53,2024-07-18,60.0
2024-07-19,2120.091364,132.50571025,16,2024-07-19,74.0
2024-07-20,129.66130099999998,14.40681122222222,9,2024-07-20,74.0
2024-07-21,0.0,0.0,3,2024-07-21,70.0
2024-07-22,2273.29301,108.2520480952381,21,2024-07-22,71.0
2024-07-23,88084.992348,381.3203131948052,231,2024-07-23,69.0
2024-07-24,0.0,0.0,58,2024-07-24,68.0
2024-07-25,916.7382600000001,11.753054615384617,78,2024-07-25,68.0
2024-07-26,2425.262989,60.63157472499999,40,2024-07-26,72.0
2024-07-27,6400.623656,123.08891646153846,52,2024-07-27,71.0
2024-07-28,0.0,0.0,3,2024-07-28,74.0
2024-07-29,112.946925,4.706121875,24,2024-07-29,67.0
2024-07-30,0.0,0.0,6,2024-07-30,61.0
2024-07-31,0.0,0.0,3,,
2024-08-01,0.0,0.0,22,2024-08-01,52.0
2024-08-02,554.12049,11.544176875,48,2024-08-02,57.0
2024-08-03,0.0,0.0,19,2024-08-03,37.0
2024-08-04,-108604.496278,-1097.015113919192,99,2024-08-04,34.0
2024-08-05,-13174.108868,-215.96899783606557,61,2024-08-05,26.0
2024-08-06,51.56325,0.644540625,80,2024-08-06,17.0
2024-08-07,188.789255,8.989964523809524,21,2024-08-07,29.0
2024-08-08,0.0,0.0,5,2024-08-08,20.0
2024-08-09,17930.978901,245.6298479589041,73,2024-08-09,48.0
2024-08-10,0.0,0.0,88,2024-08-10,40.0
2024-08-11,847.7766200000001,35.32402583333334,24,2024-08-11,39.0
2024-08-12,858.6705000000001,17.88896875,48,2024-08-12,25.0
2024-08-13,212.08102,9.220913913043479,23,2024-08-13,30.0
2024-08-14,2168.9015130000003,86.75606052,25,2024-08-14,29.0
2024-08-15,0.0,0.0,12,2024-08-15,27.0
2024-08-16,825.230544,23.578015542857145,35,2024-08-16,25.0
2024-08-18,307.201888,21.942992,14,2024-08-18,28.0
2024-08-19,339.69958299999996,42.462447874999995,8,2024-08-19,30.0
2024-08-20,192.602844,24.0753555,8,2024-08-20,26.0
2024-08-23,1005.30527,100.53052699999999,10,2024-08-23,56.0
2024-08-24,0.0,0.0,7,2024-08-24,54.0
2024-08-25,0.0,0.0,17,2024-08-25,55.0
2024-08-26,231.236918,38.539486333333336,6,2024-08-26,48.0
2024-08-27,0.0,0.0,50,2024-08-27,30.0
2024-08-28,1333.359645,148.15107166666667,9,2024-08-28,29.0
2024-08-29,0.0,0.0,1,2024-08-29,34.0
2024-08-30,256.464,51.2928,5,2024-08-30,29.0
2024-08-31,0.0,0.0,10,,
2024-09-02,0.0,0.0,2,2024-09-02,26.0
2024-09-04,1065.785132,31.346621529411763,34,2024-09-04,27.0
2024-09-06,-1104.856765,-26.306113452380952,42,2024-09-06,22.0
2024-09-09,0.0,0.0,2,2024-09-09,26.0
2024-09-10,0.0,0.0,1,2024-09-10,33.0
2024-09-11,0.0,0.0,1,2024-09-11,37.0
2024-09-14,0.0,0.0,11,2024-09-14,51.0
2024-09-18,-878.684794,-6.059895131034483,145,2024-09-18,49.0
2024-09-19,0.0,0.0,19,2024-09-19,54.0
2024-09-20,9585.03428,599.0646425,16,2024-09-20,54.0
2024-09-21,36165.56933,1572.416057826087,23,2024-09-21,52.0
2024-09-22,0.0,0.0,3,2024-09-22,50.0
2024-09-23,334.760796,167.380398,2,2024-09-23,54.0
2024-09-24,0.0,0.0,10,2024-09-24,59.0
2024-09-25,0.0,0.0,9,2024-09-25,50.0
2024-09-26,439.812513,54.976564125,8,2024-09-26,61.0
2024-09-27,0.0,0.0,56,2024-09-27,64.0
2024-09-28,0.0,0.0,4,2024-09-28,63.0
2024-09-30,2710.626288,25.571946113207545,106,,
2024-10-01,0.0,0.0,4,2024-10-01,50.0
2024-10-02,0.0,0.0,4,2024-10-02,42.0
2024-10-03,0.0,0.0,4,2024-10-03,37.0
2024-10-04,0.0,0.0,1,2024-10-04,41.0
2024-10-05,5767.161892,155.86924032432432,37,2024-10-05,49.0
2024-10-06,130.487079,5.9312308636363635,22,2024-10-06,50.0
2024-10-07,0.0,0.0,21,2024-10-07,50.0
2024-10-08,5396.546638,149.90407327777777,36,2024-10-08,49.0
2024-10-09,396.06272,28.290194285714286,14,2024-10-09,49.0
2024-10-10,0.0,0.0,16,2024-10-10,39.0
2024-10-11,8885.327477,341.74336450000004,26,2024-10-11,32.0
2024-10-12,541.55471,54.155471,10,2024-10-12,49.0
2024-10-13,0.0,0.0,10,2024-10-13,48.0
2024-10-14,1913.61958,382.72391600000003,5,2024-10-14,65.0
2024-10-15,1170.2260760000001,167.17515371428573,7,2024-10-15,73.0
2024-10-16,219.480876,19.95280690909091,11,2024-10-16,71.0
2024-10-17,36.11496,4.51437,8,2024-10-17,73.0
2024-10-18,333.219141,55.536523499999994,6,2024-10-18,72.0
2024-10-19,0.0,0.0,4,2024-10-19,73.0
2024-10-20,229.060526,38.176754333333335,6,2024-10-20,72.0
2024-10-21,0.0,0.0,11,2024-10-21,70.0
2024-10-22,0.0,0.0,3,2024-10-22,71.0
2024-10-23,-46.489941,-2.5827745,18,2024-10-23,69.0
2024-10-25,13235.862071,441.19540236666666,30,,
2024-10-26,42471.99413,7078.6656883333335,6,2024-10-26,74.0
2024-10-27,666.6623079999999,166.66557699999998,4,2024-10-27,72.0
2024-10-28,0.0,0.0,9,2024-10-28,72.0
2024-10-29,0.0,0.0,37,2024-10-29,77.0
2024-10-31,765.475192,27.338399714285714,28,,
2024-11-01,1040.5747959999999,115.61942177777776,9,2024-11-01,75.0
2024-11-02,0.0,0.0,2,2024-11-02,72.0
2024-11-03,0.0,0.0,4,2024-11-03,74.0
2024-11-04,2259.351364,86.89812938461539,26,2024-11-04,70.0
2024-11-05,678.4759280000001,67.8475928,10,2024-11-05,70.0
2024-11-06,2821.24842,235.10403499999998,12,2024-11-06,70.0
2024-11-07,628.96246,314.48123,2,2024-11-07,77.0
2024-11-08,646.3734049999999,26.932225208333332,24,2024-11-08,75.0
2024-11-09,0.0,0.0,9,2024-11-09,75.0
2024-11-10,548.36595,68.54574375,8,2024-11-10,78.0
2024-11-11,1479.677222,7.511051888324873,197,2024-11-11,76.0
2024-11-12,2053.119744,27.744861405405405,74,2024-11-12,80.0
2024-11-13,7680.907897,307.23631588,25,2024-11-13,88.0
2024-11-14,2348.106228,57.2708836097561,41,2024-11-14,80.0
2024-11-15,2003.536586,25.361222607594936,79,2024-11-15,86.0
2024-11-16,255.14686999999998,21.262239166666664,12,2024-11-16,90.0
2024-11-17,546.624374,5.815152914893617,94,2024-11-17,83.0
2024-11-18,3158.176614,42.10902152,75,2024-11-18,90.0
2024-11-19,1573.210981,52.44036603333333,30,2024-11-19,83.0
2024-11-20,2259.775633,68.4780494848485,33,2024-11-20,82.0
2024-11-21,909.745283,101.08280922222222,9,2024-11-21,94.0
2024-11-22,-19401.98745,-646.732915,30,2024-11-22,93.0
2024-11-23,0.0,0.0,9,2024-11-23,80.0
2024-11-24,445.338356,13.495101696969696,33,2024-11-24,82.0
2024-11-25,5059.459732,168.64865773333335,30,2024-11-25,79.0
2024-11-26,1603.1,32.71632653061224,49,2024-11-26,75.0
2024-11-27,-2848.159792,-64.73090436363636,44,2024-11-27,77.0
2024-11-28,-131096.684429,-1394.6455790319148,94,2024-11-28,78.0
2024-11-29,125469.059183,4825.7330455,26,2024-11-29,84.0
2024-11-30,850.54514,24.301289714285712,35,,
2024-12-01,337.835516,11.261183866666666,30,2024-12-01,72.5
2024-12-02,754.7378,11.264743283582089,67,2024-12-02,79.5
2024-12-03,22392.613443,145.4065807987013,154,2024-12-03,78.5
2024-12-04,275323.753519,4048.8787282205885,68,2024-12-04,75.0
2024-12-05,51435.563325,2057.422533,25,2024-12-05,70.5
2024-12-06,-93404.83645900001,-573.0358064969327,163,2024-12-06,71.0
2024-12-07,77342.619014,6445.218251166666,12,2024-12-07,50.0
2024-12-08,-21.54374,-0.13722127388535033,157,2024-12-08,55.0
2024-12-09,2350.515482,33.5787926,70,2024-12-09,55.0
2024-12-10,7620.880654,40.10989817894737,190,2024-12-10,64.0
2024-12-11,277650.122325,1328.4694848086124,209,2024-12-11,79.0
2024-12-12,451413.916523,879.9491550155946,513,2024-12-12,79.5
2024-12-13,15066.899868999999,139.50833212037037,108,2024-12-13,83.0
2024-12-14,100810.40524400001,681.1513867837839,148,2024-12-14,80.0
2024-12-15,50346.008679,493.58832038235295,102,2024-12-15,83.0
2024-12-16,758.93225,9.72990064102564,78,2024-12-16,87.0
2024-12-17,53520.689466,354.44165209271523,151,2024-12-17,81.0
2024-12-18,102.45100499999981,0.379448166666666,270,2024-12-18,75.0
2024-12-19,16839.01112,47.03634391061453,358,2024-12-19,74.0
2024-12-20,3509.273443,11.855653523648648,296,2024-12-20,73.0
2024-12-21,1391.904773,11.599206441666666,120,2024-12-21,73.0
2024-12-22,0.0,0.0,4,2024-12-22,70.0
2024-12-23,33290.456749000004,192.43038583236998,173,2024-12-23,73.0
2024-12-24,2081.2674110000003,45.24494371739131,46,2024-12-24,73.0
2024-12-25,0.0,0.0,4,2024-12-25,79.0
2024-12-26,17988.646413,214.15055253571427,84,2024-12-26,74.0
2024-12-27,0.0,0.0,24,2024-12-27,72.0
2024-12-28,16.972942,0.42432355,40,2024-12-28,73.0
2024-12-29,390.062046,13.930787357142858,28,2024-12-29,65.0
2024-12-30,4235.298688000001,68.31126916129034,62,2024-12-30,64.0
2024-12-31,2301.21954,48.96211787234043,47,,
2025-01-01,0.0,0.0,6,2025-01-01,66.0
2025-01-02,5829.905466,71.97414155555556,81,2025-01-02,70.0
2025-01-03,3084.287743,42.83732976388889,72,2025-01-03,74.0
2025-01-04,1659.7995640000001,46.10554344444445,36,2025-01-04,73.0
2025-01-05,1846.8860750000001,30.276820901639347,61,2025-01-05,72.0
2025-01-06,3856.893171,27.161219514084507,142,2025-01-06,76.0
2025-01-07,11206.706221,41.35315948708487,271,2025-01-07,78.0
2025-01-08,3710.36178,39.896363225806454,93,2025-01-08,70.0
2025-01-09,10647.977,2129.5954,5,2025-01-09,69.0
2025-01-10,-36229.641811,-165.43215438812786,219,2025-01-10,50.0
2025-01-11,1559.841529,20.524230644736843,76,2025-01-11,69.0
2025-01-12,736.621517,9.821620226666667,75,2025-01-12,62.0
2025-01-13,5701.711473,38.78715287755102,147,2025-01-13,63.0
2025-01-14,1983.485278,38.891868196078434,51,2025-01-14,70.0
2025-01-15,12853.281673,149.45676363953487,86,2025-01-15,75.0
2025-01-16,6067.707941000001,39.658221836601314,153,2025-01-16,75.0
2025-01-17,811.1445319999999,38.62593009523809,21,2025-01-17,77.0
2025-01-18,8223.252836,41.32287857286432,199,2025-01-18,77.0
2025-01-19,78515.07844,141.2141698561151,556,2025-01-19,76.0
2025-01-20,63895.782801,94.38077223190547,677,2025-01-20,76.0
2025-01-21,5950.674575,41.32412899305555,144,2025-01-21,84.0
2025-01-22,3520.518345,17.007335,207,2025-01-22,75.0
2025-01-23,31974.129505,185.89610177325582,172,2025-01-23,75.0
2025-01-24,5247.786855,28.993297541436466,181,2025-01-24,75.0
2025-01-25,446.44485399999996,6.200622972222222,72,2025-01-25,73.0
2025-01-26,38557.643499,216.61597471348313,178,2025-01-26,71.0
2025-01-27,2582.715893,16.243496182389936,159,2025-01-27,72.0
2025-01-28,2625.122823,24.533858158878505,107,2025-01-28,72.0
2025-01-29,45.381082,0.5971195,76,2025-01-29,70.0
2025-01-30,10831.925509,19.87509267706422,545,2025-01-30,76.0
2025-01-31,7191.753947,24.88496175432526,289,,
2025-02-01,25061.791691,153.7533232576687,163,2025-02-01,68.0
2025-02-02,145761.70619,792.1831858152174,184,2025-02-02,60.0
2025-02-03,162736.656137,111.76968141277473,1456,2025-02-03,44.0
2025-02-04,409279.657585,296.1502587445731,1382,2025-02-04,72.0
2025-02-05,60902.899253,77.68226945535714,784,2025-02-05,54.0
2025-02-06,53669.013134,80.22274011061286,669,2025-02-06,49.0
2025-02-07,13786.764703,36.76470587466667,375,2025-02-07,44.0
2025-02-08,235.47104,15.698069333333333,15,2025-02-08,44.0
2025-02-09,149442.309584,388.16184307532467,385,2025-02-09,46.0
2025-02-10,58146.232828,241.27067563485477,241,2025-02-10,43.0
2025-02-11,2517.035,6.308358395989974,399,2025-02-11,47.0
2025-02-12,17130.310242,27.019416785488957,634,2025-02-12,46.0
2025-02-13,6594.238584,19.743229293413172,334,2025-02-13,48.0
2025-02-14,197204.43597299999,265.05972577016126,744,2025-02-14,50.0
2025-02-15,4346.743973,77.62042808928571,56,2025-02-15,54.0
2025-02-16,889.161157,7.665182387931035,116,2025-02-16,51.0
2025-02-17,1268.4574440000001,2.889424701594533,439,2025-02-17,47.0
2025-02-18,82441.438865,131.906302184,625,2025-02-18,44.0
2025-02-19,7632.892949,20.969486123626375,364,2025-02-19,49.0
2025-02-20,3556.446818,8.119741593607305,438,2025-02-20,55.0
2025-02-21,102883.029815,170.6186232421227,603,2025-02-21,49.0
2025-02-22,8352.806906,23.662342509915014,353,2025-02-22,50.0
2025-02-23,10044.983626,35.369660654929575,284,2025-02-23,49.0
2025-02-24,22919.932345,69.87784251524391,328,2025-02-24,25.0
2025-02-25,200844.736279,358.012007627451,561,2025-02-25,21.0
2025-02-26,13533.037252,119.76139161061947,113,2025-02-26,10.0
2025-02-27,8517.7655,370.33763043478257,23,2025-02-27,16.0
2025-02-28,130987.5,2258.405172413793,58,,
2025-03-01,9482.221441,160.7156176440678,59,2025-03-01,20.0
2025-03-02,22869.80529,363.0127823809524,63,2025-03-02,26.0
2025-03-03,551988.112618,716.8676787246753,770,2025-03-03,33.0
2025-03-04,177135.235423,567.7411391762821,312,2025-03-04,15.0
2025-03-05,-1536.7783039999997,-16.88767367032967,91,2025-03-05,20.0
2025-03-06,3069.196282,82.95125086486486,37,2025-03-06,25.0
2025-03-07,3273.5394420000002,102.29810756250001,32,2025-03-07,34.0
2025-03-08,12450.542381,234.91589398113206,53,2025-03-08,28.0
2025-03-09,0.0,0.0,32,2025-03-09,27.0
2025-03-10,11453.265684,82.99467886956522,138,2025-03-10,20.0
2025-03-11,35610.536257,132.87513528731344,268,2025-03-11,24.0
2025-03-12,788.209533,23.182633323529412,34,2025-03-12,34.0
2025-03-13,5987.292206,142.55457633333333,42,2025-03-13,27.0
2025-03-14,27056.640281,819.8981903333333,33,2025-03-14,46.0
2025-03-15,75369.725117,1124.921270402985,67,2025-03-15,30.0
2025-03-16,1086.31814,51.72943523809524,21,2025-03-16,32.0
2025-03-17,8066.222183,40.73849587373737,198,2025-03-17,34.0
2025-03-18,68890.59799,643.8373643925233,107,2025-03-18,32.0
2025-03-19,14818.015125,56.34226283269962,263,2025-03-19,49.0
2025-03-20,4511.781232,39.23288027826087,115,2025-03-20,31.0
2025-03-21,0.0,0.0,6,2025-03-21,32.0
2025-03-22,4520.92947,51.96470655172414,87,2025-03-22,30.0
2025-03-23,134.82844,13.482844,10,2025-03-23,45.0
2025-03-24,40280.95313,895.1322917777778,45,2025-03-24,46.0
2025-03-25,738.445836,15.07032318367347,49,2025-03-25,47.0
2025-03-26,1077.378602,11.970873355555556,90,2025-03-26,40.0
2025-03-27,4329.319769,37.00273306837607,117,2025-03-27,44.0
2025-03-28,1470.407794,15.642636106382978,94,2025-03-28,26.0
